"NUMERO_FACTURE";"ENTREPRISE_ID";"DATE_EMISSION";"DATE_ECHEANCE";"MONTANT_HT";"TVA";"MONTANT_TTC";"STATUT";"MODE_PAIEMENT";"IBAN_CLIENT";"REFERENCE_BANCAIRE"
"FA-2025-00324";"762";"2025-08-04";"2025-11-02";"1404.04";"280.81";"1684.85";"PAYEE";"LETTRE_CHANGE";"FR7618749532164265648530937";"REF-903855"
"FA-2025-00325";"890";"2025-01-21";"2025-03-07";"7304.03";"1460.81";"8764.84";"EN_ATTENTE";"VIREMENT";"FR7663786109836987514604845";"REF-187468"
"FA-2025-00326";"394";"2025-01-31";"2025-03-02";"99652.52";"19930.5";"119583.02";"PAYEE";"CHEQUE";"FR7698350661224408176402119";"REF-219289"
"FA-2025-00327";"582";"2025-03-26";"2025-05-10";"108044.85";"21608.97";"129653.82";"EN_RETARD";"LETTRE_CHANGE";"FR7642409212766882616131214";"REF-632668"
"FA-2025-00328";"550";"2025-04-22";"2025-06-21";"54248.42";"10849.68";"65098.1";"PAYEE";"VIREMENT";"FR7678537690283759950214076";"REF-455016"
"FA-2025-00329";"964";"2025-07-02";"2025-08-31";"114276.91";"22855.38";"137132.29";"PAYEE";"PRELEVEMENT";"FR7698998627148925194432054";"REF-991947"
"FA-2025-00330";"46";"2024-08-10";"2024-10-09";"139791.43";"27958.29";"167749.72";"EN_RETARD";"LETTRE_CHANGE";"FR7691374154905571339703137";"REF-304489"
"FA-2025-00331";"167";"2024-11-22";"2025-01-21";"74597.74";"14919.55";"89517.29";"EN_ATTENTE";"CHEQUE";"FR7697075508558628088262495";"REF-966199"
"FA-2025-00332";"558";"2025-05-12";"2025-08-10";"90334.54";"18066.91";"108401.45";"EN_RETARD";"CB";"FR7634057334431775750364330";"REF-418065"
"FA-2025-00333";"288";"2024-12-08";"2025-01-07";"26117.47";"5223.49";"31340.96";"PAYEE";"CHEQUE";"FR7614440270591115564049728";"REF-372369"
"FA-2025-00334";"664";"2024-04-25";"2024-07-24";"86204.25";"17240.85";"103445.1";"PAYEE";"CB";"FR7687225299578469012328565";"REF-617408"
"FA-2025-00335";"790";"2025-12-02";"2026-01-01";"38522.84";"7704.57";"46227.41";"EN_ATTENTE";"CHEQUE";"FR7686760617111865563034156";"REF-786879"
"FA-2025-00336";"664";"2025-08-11";"2025-10-10";"15519.69";"3103.94";"18623.63";"EN_RETARD";"VIREMENT";"FR7680011455585788465036790";"REF-293639"
"FA-2025-00337";"435";"2024-10-11";"2024-11-10";"47563.46";"9512.69";"57076.15";"PAYEE";"LETTRE_CHANGE";"FR7653607779092959956120418";"REF-739932"
"FA-2025-00338";"104";"2025-10-08";"2026-01-06";"55284.33";"11056.87";"66341.2";"PAYEE";"VIREMENT";"FR7646906613409182529353773";"REF-977564"
"FA-2025-00339";"352";"2025-10-08";"2025-11-07";"134488.03";"26897.61";"161385.64";"EN_RETARD";"CHEQUE";"FR7663537650601725402910216";"REF-565919"
"FA-2025-00340";"134";"2024-02-01";"2024-03-17";"143975.27";"28795.05";"172770.32";"EN_ATTENTE";"PRELEVEMENT";"FR7654879806327369148556429";"REF-847916"
"FA-2025-00341";"545";"2024-06-09";"2024-08-08";"98208.02";"19641.6";"117849.62";"PAYEE";"PRELEVEMENT";"FR7625092542188073477919355";"REF-489708"
"FA-2025-00342";"53";"2025-10-15";"2025-12-14";"79383.96";"15876.79";"95260.75";"EN_ATTENTE";"CB";"FR7690783814861146189296187";"REF-929128"
"FA-2025-00343";"298";"2024-05-14";"2024-06-13";"58115.74";"11623.15";"69738.89";"EN_ATTENTE";"PRELEVEMENT";"FR7619361697647178557710587";"REF-561561"
"FA-2025-00344";"503";"2024-03-26";"2024-06-24";"49674.81";"9934.96";"59609.77";"EN_RETARD";"PRELEVEMENT";"FR7614287986986165911117725";"REF-766968"
"FA-2025-00345";"467";"2025-05-24";"2025-07-23";"46209.32";"9241.86";"55451.18";"PAYEE";"VIREMENT";"FR7696909943771834530203238";"REF-164124"
"FA-2025-00346";"208";"2025-02-03";"2025-05-04";"33824.75";"6764.95";"40589.7";"EN_RETARD";"LETTRE_CHANGE";"FR7619960240028444241392442";"REF-313225"
"FA-2025-00347";"883";"2025-12-27";"2026-01-26";"17562.5";"3512.5";"21075.0";"EN_RETARD";"PRELEVEMENT";"FR7646661824693270043586226";"REF-617006"
"FA-2025-00348";"279";"2026-02-23";"2026-04-09";"49411.2";"9882.24";"59293.44";"PAYEE";"VIREMENT";"FR7648042398448125042284144";"REF-119994"
"FA-2025-00349";"120";"2024-01-26";"2024-03-26";"138861.66";"27772.33";"166633.99";"EN_ATTENTE";"VIREMENT";"FR7669264500257987348346274";"REF-157800"
"FA-2025-00350";"115";"2025-09-18";"2025-11-02";"136601.98";"27320.4";"163922.38";"PAYEE";"CHEQUE";"FR7692554759053315292473480";"REF-893439"
"FA-2025-00351";"729";"2024-06-09";"2024-08-08";"4854.86";"970.97";"5825.83";"EN_ATTENTE";"LETTRE_CHANGE";"FR7649084279594895277632555";"REF-290660"
"FA-2025-00352";"986";"2025-08-20";"2025-09-19";"38581.53";"7716.31";"46297.84";"EN_RETARD";"VIREMENT";"FR7617924453131280943786662";"REF-296902"
"FA-2025-00353";"879";"2025-06-18";"2025-09-16";"137531.49";"27506.3";"165037.79";"EN_ATTENTE";"LETTRE_CHANGE";"FR7650403678468868656704653";"REF-191500"
"FA-2025-00354";"525";"2025-02-07";"2025-04-08";"120307.09";"24061.42";"144368.51";"PAYEE";"CB";"FR7612837347575626412977444";"REF-781241"
"FA-2025-00355";"270";"2024-01-26";"2024-04-25";"129940.0";"25988.0";"155928.0";"PAYEE";"PRELEVEMENT";"FR7634075567229159127388670";"REF-978559"
"FA-2025-00356";"304";"2025-07-03";"2025-10-01";"146014.99";"29203.0";"175217.99";"PAYEE";"PRELEVEMENT";"FR7619552109619339886375977";"REF-973909"
"FA-2025-00357";"216";"2025-01-12";"2025-04-12";"68191.66";"13638.33";"81829.99";"EN_ATTENTE";"CHEQUE";"FR7682721375934705911023520";"REF-294587"
"FA-2025-00358";"874";"2025-10-08";"2026-01-06";"8293.87";"1658.77";"9952.64";"EN_ATTENTE";"CB";"FR7656370725213941826398610";"REF-569511"
"FA-2025-00359";"106";"2024-04-16";"2024-05-16";"143333.4";"28666.68";"172000.08";"PAYEE";"PRELEVEMENT";"FR7698179884385462635118367";"REF-803328"
"FA-2025-00360";"225";"2025-07-28";"2025-10-26";"35388.18";"7077.64";"42465.82";"EN_RETARD";"PRELEVEMENT";"FR7648952194857355124914897";"REF-263130"
"FA-2025-00361";"761";"2025-12-30";"2026-01-29";"53335.32";"10667.06";"64002.38";"PAYEE";"CHEQUE";"FR7657744680274670625873259";"REF-511497"
"FA-2025-00362";"840";"2026-02-03";"2026-05-04";"22022.2";"4404.44";"26426.64";"PAYEE";"PRELEVEMENT";"FR7618350277705166740945116";"REF-213467"
"FA-2025-00363";"235";"2026-01-17";"2026-03-03";"59792.81";"11958.56";"71751.37";"PAYEE";"PRELEVEMENT";"FR7639640840817381330185578";"REF-485135"
"FA-2025-00364";"53";"2024-09-11";"2024-12-10";"133736.96";"26747.39";"160484.35";"PAYEE";"PRELEVEMENT";"FR7655811586989947879521443";"REF-755334"
"FA-2025-00365";"625";"2025-11-06";"2025-12-21";"6712.44";"1342.49";"8054.93";"PAYEE";"CB";"FR7614571253774267093943135";"REF-769253"
"FA-2025-00366";"789";"2024-11-06";"2025-01-05";"32699.96";"6539.99";"39239.95";"PAYEE";"LETTRE_CHANGE";"FR7624605526223242144792073";"REF-541849"
"FA-2025-00367";"920";"2024-07-27";"2024-09-25";"65901.86";"13180.37";"79082.23";"EN_ATTENTE";"VIREMENT";"FR7645713952797534262228716";"REF-389129"
"FA-2025-00368";"762";"2025-05-30";"2025-07-29";"55819.23";"11163.85";"66983.08";"PAYEE";"PRELEVEMENT";"FR7679375435414421939972762";"REF-499110"
"FA-2025-00369";"76";"2024-03-18";"2024-05-02";"54295.63";"10859.13";"65154.76";"EN_ATTENTE";"LETTRE_CHANGE";"FR7682276458407596274041869";"REF-791011"
"FA-2025-00370";"689";"2024-11-23";"2024-12-23";"142831.95";"28566.39";"171398.34";"EN_ATTENTE";"CHEQUE";"FR7656058976119424879914779";"REF-892204"
"FA-2025-00371";"863";"2025-09-08";"2025-10-08";"116845.54";"23369.11";"140214.65";"PAYEE";"VIREMENT";"FR7619621803228774993550152";"REF-986149"
"FA-2025-00372";"30";"2025-01-05";"2025-02-19";"81424.3";"16284.86";"97709.16";"EN_RETARD";"LETTRE_CHANGE";"FR7639995157262947691107922";"REF-112225"
"FA-2025-00373";"449";"2025-08-12";"2025-09-11";"102832.45";"20566.49";"123398.94";"EN_ATTENTE";"CHEQUE";"FR7674733870288659542945615";"REF-687771"
"FA-2025-00374";"512";"2024-10-31";"2024-12-30";"61405.87";"12281.17";"73687.04";"PAYEE";"PRELEVEMENT";"FR7668329319314243085530017";"REF-138473"
"FA-2025-00375";"587";"2024-08-03";"2024-09-02";"63147.6";"12629.52";"75777.12";"PAYEE";"CHEQUE";"FR7692349236651613824789329";"REF-261508"
"FA-2025-00376";"151";"2025-04-06";"2025-06-05";"100099.06";"20019.81";"120118.87";"EN_ATTENTE";"VIREMENT";"FR7672001825513433408304299";"REF-590961"
"FA-2025-00377";"453";"2024-03-15";"2024-04-14";"114144.19";"22828.84";"136973.03";"EN_ATTENTE";"VIREMENT";"FR7697080828614339575871331";"REF-471338"
"FA-2025-00378";"724";"2024-11-19";"2024-12-19";"23268.13";"4653.63";"27921.76";"PAYEE";"LETTRE_CHANGE";"FR7638243162504224543580738";"REF-751992"
"FA-2025-00379";"911";"2024-07-17";"2024-08-31";"139824.43";"27964.89";"167789.32";"PAYEE";"PRELEVEMENT";"FR7663594429434496874917911";"REF-952698"
"FA-2025-00380";"35";"2026-02-14";"2026-03-16";"123217.84";"24643.57";"147861.41";"PAYEE";"PRELEVEMENT";"FR7657487908844908298087998";"REF-374673"
"FA-2025-00381";"996";"2025-05-06";"2025-06-20";"82596.87";"16519.37";"99116.24";"EN_ATTENTE";"PRELEVEMENT";"FR7662407723491812605861567";"REF-546986"
"FA-2025-00382";"167";"2026-01-21";"2026-02-20";"102466.68";"20493.34";"122960.02";"EN_ATTENTE";"LETTRE_CHANGE";"FR7699333860261175103187353";"REF-243384"
"FA-2025-00383";"874";"2024-11-12";"2025-01-11";"1963.13";"392.63";"2355.76";"EN_ATTENTE";"CHEQUE";"FR7668106242611437113497828";"REF-566261"
"FA-2025-00384";"349";"2026-01-24";"2026-04-24";"83909.36";"16781.87";"100691.23";"EN_ATTENTE";"CHEQUE";"FR7680826731207732676244979";"REF-225537"
"FA-2025-00385";"988";"2024-05-03";"2024-08-01";"42524.06";"8504.81";"51028.87";"PAYEE";"CB";"FR7681013353128190895882182";"REF-557145"
"FA-2025-00386";"893";"2025-01-23";"2025-03-24";"29250.51";"5850.1";"35100.61";"PAYEE";"CHEQUE";"FR7662437382207034281124731";"REF-848592"
"FA-2025-00387";"556";"2025-04-08";"2025-05-23";"70095.63";"14019.13";"84114.76";"EN_ATTENTE";"CHEQUE";"FR7693214383898713964838532";"REF-807857"
"FA-2025-00388";"760";"2025-09-25";"2025-10-25";"129134.37";"25826.87";"154961.24";"PAYEE";"PRELEVEMENT";"FR7642712832097038590224282";"REF-264972"
"FA-2025-00389";"836";"2025-05-14";"2025-07-13";"144270.62";"28854.12";"173124.74";"EN_RETARD";"PRELEVEMENT";"FR7630849315245353095247844";"REF-415929"
"FA-2025-00390";"385";"2025-10-27";"2025-12-11";"93011.6";"18602.32";"111613.92";"EN_RETARD";"PRELEVEMENT";"FR7697933907893016849046058";"REF-531165"
"FA-2025-00391";"579";"2024-04-15";"2024-07-14";"58355.53";"11671.11";"70026.64";"EN_ATTENTE";"PRELEVEMENT";"FR7635723104385334513423199";"REF-750853"
"FA-2025-00392";"575";"2024-09-21";"2024-11-20";"88589.04";"17717.81";"106306.85";"PAYEE";"LETTRE_CHANGE";"FR7643767800475203993426367";"REF-211661"
"FA-2025-00393";"913";"2026-01-12";"2026-04-12";"74831.35";"14966.27";"89797.62";"EN_ATTENTE";"LETTRE_CHANGE";"FR7697094476008200025603856";"REF-769207"
"FA-2025-00394";"437";"2024-11-09";"2024-12-24";"118765.64";"23753.13";"142518.77";"EN_ATTENTE";"LETTRE_CHANGE";"FR7676429760038324714442420";"REF-442054"
"FA-2025-00395";"327";"2024-02-23";"2024-05-23";"111803.89";"22360.78";"134164.67";"PAYEE";"PRELEVEMENT";"FR7638212965749742256679359";"REF-814889"
"FA-2025-00396";"168";"2025-03-13";"2025-05-12";"101953.42";"20390.68";"122344.1";"PAYEE";"CB";"FR7684630545581996022553748";"REF-890050"
"FA-2025-00397";"773";"2025-09-06";"2025-11-05";"68518.18";"13703.64";"82221.82";"EN_RETARD";"PRELEVEMENT";"FR7683583231375719884814589";"REF-981196"
"FA-2025-00398";"430";"2024-02-16";"2024-04-16";"21341.24";"4268.25";"25609.49";"PAYEE";"CHEQUE";"FR7687507703868498233240619";"REF-725102"
"FA-2025-00399";"509";"2025-02-03";"2025-05-04";"109354.24";"21870.85";"131225.09";"EN_ATTENTE";"PRELEVEMENT";"FR7625953499262094669748529";"REF-377641"
"FA-2025-00400";"809";"2025-05-15";"2025-07-14";"133116.64";"26623.33";"159739.97";"PAYEE";"CB";"FR7697934123453014875919715";"REF-515552"
"FA-2025-00401";"950";"2024-12-10";"2025-01-09";"47622.49";"9524.5";"57146.99";"EN_RETARD";"VIREMENT";"FR7633557429705736187317137";"REF-496014"
"FA-2025-00402";"155";"2025-03-18";"2025-05-02";"89128.61";"17825.72";"106954.33";"PAYEE";"LETTRE_CHANGE";"FR7652672663951687663276956";"REF-775967"
"FA-2025-00403";"217";"2025-01-21";"2025-03-07";"52171.18";"10434.24";"62605.42";"EN_ATTENTE";"CB";"FR7646890783962683817276385";"REF-979157"
"FA-2025-00404";"946";"2024-02-25";"2024-03-26";"118179.36";"23635.87";"141815.23";"PAYEE";"VIREMENT";"FR7672042797063105272489496";"REF-209971"
"FA-2025-00405";"962";"2024-04-19";"2024-07-18";"63351.04";"12670.21";"76021.25";"PAYEE";"LETTRE_CHANGE";"FR7687759668636167958059569";"REF-474427"
"FA-2025-00406";"143";"2024-09-27";"2024-12-26";"103881.25";"20776.25";"124657.5";"PAYEE";"CHEQUE";"FR7695260191849235405690667";"REF-789606"
"FA-2025-00407";"852";"2024-06-20";"2024-08-19";"81804.65";"16360.93";"98165.58";"EN_ATTENTE";"VIREMENT";"FR7641785278958210190662670";"REF-470722"
"FA-2025-00408";"257";"2024-06-03";"2024-07-03";"3910.07";"782.01";"4692.08";"PAYEE";"CB";"FR7618985780613128010590492";"REF-690070"
"FA-2025-00409";"307";"2025-11-11";"2025-12-26";"6356.83";"1271.37";"7628.2";"PAYEE";"CB";"FR7680789367032102065601770";"REF-299279"
"FA-2025-00410";"891";"2026-01-25";"2026-02-24";"3777.89";"755.58";"4533.47";"PAYEE";"CB";"FR7698802733587247536904083";"REF-615854"
"FA-2025-00411";"803";"2024-02-24";"2024-04-24";"14967.01";"2993.4";"17960.41";"PAYEE";"CB";"FR7627384917734683353270336";"REF-254950"
"FA-2025-00412";"78";"2025-01-01";"2025-04-01";"63163.09";"12632.62";"75795.71";"EN_ATTENTE";"PRELEVEMENT";"FR7684331339467764598465137";"REF-153672"
"FA-2025-00413";"646";"2025-05-09";"2025-06-23";"110526.19";"22105.24";"132631.43";"EN_ATTENTE";"PRELEVEMENT";"FR7668754141357866038335036";"REF-395869"
"FA-2025-00414";"573";"2024-11-27";"2025-02-25";"72640.14";"14528.03";"87168.17";"EN_ATTENTE";"LETTRE_CHANGE";"FR7687887104701703852104595";"REF-720118"
"FA-2025-00415";"490";"2024-09-19";"2024-11-03";"66457.96";"13291.59";"79749.55";"PAYEE";"LETTRE_CHANGE";"FR7630424744721808683697174";"REF-492062"
"FA-2025-00416";"378";"2024-07-14";"2024-08-13";"57387.61";"11477.52";"68865.13";"EN_ATTENTE";"CB";"FR7617400481474394105181448";"REF-982634"
"FA-2025-00417";"277";"2025-07-06";"2025-09-04";"60404.15";"12080.83";"72484.98";"EN_ATTENTE";"VIREMENT";"FR7692988240787433749811869";"REF-193454"
"FA-2025-00418";"418";"2024-06-04";"2024-07-19";"8831.6";"1766.32";"10597.92";"EN_ATTENTE";"LETTRE_CHANGE";"FR7630337850678234929680821";"REF-322184"
"FA-2025-00419";"706";"2024-07-06";"2024-08-05";"19697.14";"3939.43";"23636.57";"PAYEE";"CB";"FR7672929540853218555669662";"REF-285633"
"FA-2025-00420";"321";"2024-11-20";"2025-01-19";"79910.87";"15982.17";"95893.04";"PAYEE";"PRELEVEMENT";"FR7628307846081521778467524";"REF-200497"
"FA-2025-00421";"501";"2025-09-06";"2025-12-05";"80592.81";"16118.56";"96711.37";"PAYEE";"CB";"FR7655777178825959526692443";"REF-753470"
"FA-2025-00422";"667";"2024-03-20";"2024-05-04";"139356.03";"27871.21";"167227.24";"PAYEE";"LETTRE_CHANGE";"FR7666445667542313511088353";"REF-519067"
"FA-2025-00423";"243";"2024-04-28";"2024-06-27";"32172.42";"6434.48";"38606.9";"PAYEE";"VIREMENT";"FR7650268383263402057909411";"REF-853688"
"FA-2025-00424";"311";"2024-10-29";"2025-01-27";"30838.85";"6167.77";"37006.62";"EN_ATTENTE";"PRELEVEMENT";"FR7621904217641818305693425";"REF-618266"
"FA-2025-00425";"871";"2025-09-07";"2025-10-22";"8707.04";"1741.41";"10448.45";"PAYEE";"CB";"FR7674082726733131240746589";"REF-592038"
"FA-2025-00426";"384";"2024-07-15";"2024-08-29";"32640.97";"6528.19";"39169.16";"EN_ATTENTE";"CHEQUE";"FR7657825691408796390999449";"REF-509044"
"FA-2025-00427";"30";"2024-05-04";"2024-06-18";"109963.06";"21992.61";"131955.67";"EN_ATTENTE";"LETTRE_CHANGE";"FR7644125548169053444972059";"REF-835050"
"FA-2025-00428";"596";"2025-10-11";"2025-11-25";"34344.89";"6868.98";"41213.87";"EN_ATTENTE";"CHEQUE";"FR7633590659227762680717716";"REF-596664"
"FA-2025-00429";"846";"2025-12-29";"2026-02-12";"116866.41";"23373.28";"140239.69";"PAYEE";"VIREMENT";"FR7681552736063680623971993";"REF-848234"
"FA-2025-00430";"193";"2025-07-01";"2025-07-31";"107316.36";"21463.27";"128779.63";"EN_ATTENTE";"CB";"FR7617815687134247402066198";"REF-638714"
"FA-2025-00431";"540";"2025-03-04";"2025-05-03";"137007.01";"27401.4";"164408.41";"EN_ATTENTE";"LETTRE_CHANGE";"FR7625036924395006314878460";"REF-840831"
"FA-2025-00432";"414";"2025-10-21";"2025-12-20";"136920.75";"27384.15";"164304.9";"PAYEE";"LETTRE_CHANGE";"FR7670285548064396335986741";"REF-741676"
"FA-2025-00433";"826";"2025-11-11";"2026-02-09";"84396.98";"16879.4";"101276.38";"PAYEE";"VIREMENT";"FR7616147314446299759883996";"REF-782175"
"FA-2025-00434";"886";"2025-08-30";"2025-10-14";"93329.3";"18665.86";"111995.16";"EN_ATTENTE";"CHEQUE";"FR7684898897397377157309621";"REF-397013"
"FA-2025-00435";"445";"2025-06-13";"2025-09-11";"128811.89";"25762.38";"154574.27";"EN_RETARD";"PRELEVEMENT";"FR7627031711715493640327744";"REF-117062"
"FA-2025-00436";"890";"2024-12-02";"2025-01-31";"54108.28";"10821.66";"64929.94";"PAYEE";"LETTRE_CHANGE";"FR7693046354074759628635680";"REF-388873"
"FA-2025-00437";"3";"2024-07-31";"2024-10-29";"120209.91";"24041.98";"144251.89";"EN_ATTENTE";"LETTRE_CHANGE";"FR7652616524024986734807643";"REF-606001"
"FA-2025-00438";"580";"2024-05-08";"2024-08-06";"1453.75";"290.75";"1744.5";"PAYEE";"CHEQUE";"FR7678437843138270645472125";"REF-249982"
"FA-2025-00439";"678";"2024-04-02";"2024-05-02";"107205.46";"21441.09";"128646.55";"PAYEE";"LETTRE_CHANGE";"FR7653680386843928067413287";"REF-765283"
"FA-2025-00440";"943";"2025-12-09";"2026-01-23";"126593.04";"25318.61";"151911.65";"PAYEE";"LETTRE_CHANGE";"FR7660675554551355145722786";"REF-461757"
"FA-2025-00441";"677";"2025-10-23";"2025-12-07";"48225.14";"9645.03";"57870.17";"PAYEE";"PRELEVEMENT";"FR7617882793251431807265614";"REF-138577"
"FA-2025-00442";"244";"2025-12-08";"2026-01-07";"4291.79";"858.36";"5150.15";"EN_RETARD";"CB";"FR7624402327879776130986416";"REF-109491"
"FA-2025-00443";"838";"2025-09-25";"2025-10-25";"8449.91";"1689.98";"10139.89";"PAYEE";"LETTRE_CHANGE";"FR7616093684809876694056428";"REF-723203"
"FA-2025-00444";"725";"2025-09-16";"2025-11-15";"121252.33";"24250.47";"145502.8";"EN_ATTENTE";"CHEQUE";"FR7643403600936230102825289";"REF-505511"
"FA-2025-00445";"292";"2024-02-06";"2024-05-06";"58158.34";"11631.67";"69790.01";"EN_RETARD";"CHEQUE";"FR7639225925217909535125261";"REF-338563"
"FA-2025-00446";"262";"2024-12-09";"2025-02-07";"47470.24";"9494.05";"56964.29";"PAYEE";"CHEQUE";"FR7611590645121815037439990";"REF-618239"
"FA-2025-00447";"513";"2024-02-25";"2024-04-25";"46965.66";"9393.13";"56358.79";"PAYEE";"PRELEVEMENT";"FR7687524785129426119487772";"REF-694098"
"FA-2025-00448";"9";"2024-04-21";"2024-05-21";"73867.46";"14773.49";"88640.95";"PAYEE";"VIREMENT";"FR7653973757707663175147539";"REF-187250"
"FA-2025-00449";"283";"2024-11-24";"2024-12-24";"99141.84";"19828.37";"118970.21";"PAYEE";"PRELEVEMENT";"FR7624321585613634840744756";"REF-277498"
"FA-2025-00450";"697";"2025-12-30";"2026-02-28";"29883.4";"5976.68";"35860.08";"PAYEE";"VIREMENT";"FR7682617925802148465096433";"REF-816044"
"FA-2025-00451";"510";"2026-01-23";"2026-03-24";"91160.16";"18232.03";"109392.19";"PAYEE";"VIREMENT";"FR7688728168321407200154822";"REF-197423"
"FA-2025-00452";"134";"2025-06-08";"2025-08-07";"113014.23";"22602.85";"135617.08";"EN_ATTENTE";"CHEQUE";"FR7628387391444738126871560";"REF-859302"
"FA-2025-00453";"511";"2025-05-13";"2025-07-12";"24985.2";"4997.04";"29982.24";"PAYEE";"LETTRE_CHANGE";"FR7615644797306534904523075";"REF-189516"
"FA-2025-00454";"829";"2024-11-21";"2025-01-20";"23210.79";"4642.16";"27852.95";"EN_ATTENTE";"LETTRE_CHANGE";"FR7620453875589339346982875";"REF-674693"
"FA-2025-00455";"44";"2025-12-16";"2026-02-14";"86899.97";"17379.99";"104279.96";"EN_ATTENTE";"VIREMENT";"FR7688091818907471233367110";"REF-781330"
"FA-2025-00456";"18";"2024-04-29";"2024-06-28";"90961.49";"18192.3";"109153.79";"EN_RETARD";"CHEQUE";"FR7668691111317347754613348";"REF-885253"
"FA-2025-00457";"278";"2024-08-17";"2024-10-16";"146821.11";"29364.22";"176185.33";"EN_ATTENTE";"LETTRE_CHANGE";"FR7628658213347411499209096";"REF-865333"
"FA-2025-00458";"222";"2025-07-23";"2025-08-22";"42906.34";"8581.27";"51487.61";"PAYEE";"CB";"FR7663855940295169804386592";"REF-817586"
"FA-2025-00459";"685";"2025-10-02";"2025-11-16";"2947.73";"589.55";"3537.28";"PAYEE";"CHEQUE";"FR7649929302425682746594084";"REF-964779"
"FA-2025-00460";"379";"2024-05-27";"2024-07-26";"25226.21";"5045.24";"30271.45";"EN_RETARD";"LETTRE_CHANGE";"FR7634438475133136706532598";"REF-154289"
"FA-2025-00461";"805";"2025-10-17";"2025-11-16";"43801.22";"8760.24";"52561.46";"EN_ATTENTE";"CB";"FR7679740482433247542011091";"REF-728903"
"FA-2025-00462";"585";"2024-04-02";"2024-05-17";"108350.49";"21670.1";"130020.59";"EN_RETARD";"LETTRE_CHANGE";"FR7614924728682930222057029";"REF-388670"
"FA-2025-00463";"257";"2024-04-21";"2024-06-20";"114138.42";"22827.68";"136966.1";"EN_RETARD";"PRELEVEMENT";"FR7634028708178524355937646";"REF-436380"
"FA-2025-00464";"816";"2025-10-01";"2025-11-15";"4256.52";"851.3";"5107.82";"PAYEE";"LETTRE_CHANGE";"FR7696677871027680583097157";"REF-655077"
"FA-2025-00465";"735";"2024-11-19";"2025-01-03";"142176.8";"28435.36";"170612.16";"PAYEE";"PRELEVEMENT";"FR7645739879978890581129874";"REF-592419"
"FA-2025-00466";"428";"2024-09-28";"2024-10-28";"114134.72";"22826.94";"136961.66";"PAYEE";"CHEQUE";"FR7685110657716693523564288";"REF-125898"
"FA-2025-00467";"117";"2025-02-22";"2025-04-23";"41747.65";"8349.53";"50097.18";"PAYEE";"PRELEVEMENT";"FR7669343112679977235888947";"REF-172948"
"FA-2025-00468";"346";"2025-01-09";"2025-02-08";"110306.9";"22061.38";"132368.28";"EN_ATTENTE";"VIREMENT";"FR7667795739075700525902970";"REF-997331"
"FA-2025-00469";"528";"2025-01-21";"2025-02-20";"97503.33";"19500.67";"117004.0";"PAYEE";"CB";"FR7694462996417374924269458";"REF-501256"
"FA-2025-00470";"163";"2025-02-07";"2025-03-09";"133431.23";"26686.25";"160117.48";"PAYEE";"LETTRE_CHANGE";"FR7666530415193476606876039";"REF-506806"
"FA-2025-00471";"791";"2026-02-27";"2026-04-13";"56354.37";"11270.87";"67625.24";"PAYEE";"CHEQUE";"FR7637855148297389346815517";"REF-225814"
"FA-2025-00472";"645";"2025-10-02";"2025-11-16";"117181.9";"23436.38";"140618.28";"EN_RETARD";"VIREMENT";"FR7698387613958622917444580";"REF-736375"
"FA-2025-00473";"457";"2025-06-23";"2025-07-23";"133333.17";"26666.63";"159999.8";"PAYEE";"PRELEVEMENT";"FR7640261229335047599086983";"REF-452678"
"FA-2025-00474";"547";"2025-02-15";"2025-04-16";"135020.95";"27004.19";"162025.14";"EN_ATTENTE";"CHEQUE";"FR7614805521893583463714817";"REF-606403"
"FA-2025-00475";"812";"2024-04-06";"2024-06-05";"131434.92";"26286.98";"157721.9";"PAYEE";"VIREMENT";"FR7614764911905988124846475";"REF-596537"
"FA-2025-00476";"172";"2024-09-30";"2024-11-29";"9924.41";"1984.88";"11909.29";"PAYEE";"VIREMENT";"FR7641766850571099798424237";"REF-955110"
"FA-2025-00477";"923";"2024-03-20";"2024-04-19";"55755.89";"11151.18";"66907.07";"PAYEE";"LETTRE_CHANGE";"FR7660521800106957677846984";"REF-826585"
"FA-2025-00478";"887";"2024-04-26";"2024-05-26";"66934.73";"13386.95";"80321.68";"EN_ATTENTE";"CHEQUE";"FR7644477410763032777811061";"REF-980700"
"FA-2025-00479";"212";"2024-04-17";"2024-06-16";"28275.17";"5655.03";"33930.2";"PAYEE";"LETTRE_CHANGE";"FR7628712930694499800678045";"REF-296482"
"FA-2025-00480";"588";"2024-12-09";"2025-01-08";"145430.99";"29086.2";"174517.19";"PAYEE";"LETTRE_CHANGE";"FR7648952225173501784788749";"REF-131447"
"FA-2025-00481";"616";"2025-05-07";"2025-07-06";"27951.37";"5590.27";"33541.64";"EN_ATTENTE";"VIREMENT";"FR7662036638576140813985798";"REF-382445"
"FA-2025-00482";"757";"2024-08-09";"2024-09-08";"132170.62";"26434.12";"158604.74";"PAYEE";"VIREMENT";"FR7691611637444402606301666";"REF-602866"
"FA-2025-00483";"302";"2024-03-04";"2024-04-03";"91371.34";"18274.27";"109645.61";"PAYEE";"PRELEVEMENT";"FR7676576569413203630617914";"REF-426498"
"FA-2025-00484";"805";"2024-07-24";"2024-09-07";"106326.68";"21265.34";"127592.02";"EN_ATTENTE";"CHEQUE";"FR7632771403821136532700744";"REF-560932"
