"PRENOM";"NOM";"EMAIL_PRO";"TELEPHONE_PRO";"TELEPHONE_PERSO";"DATE_NAISSANCE";"LIEU_NAISSANCE";"GENRE";"NATIONALITE";"NIR";"NUMERO_PASSEPORT";"PERMIS_CONDUIRE";"ADRESSE";"CODE_POSTAL";"VILLE";"IBAN";"POSTE";"DEPARTEMENT";"DATE_EMBAUCHE";"TYPE_CONTRAT";"MANAGER_ID";"ACTIF"
"Sarah";"Blanc";"sarah.blanc@voltaire-analytics.fr";"+33 3 23 89 66 42";"+33 6 43 69 64 53";"1972-02-25";"Montpellier";"F";"Française";"272021731141175";"88MQ53394";"2479159609";"18 Rue Pasteur";"34000";"Montpellier";"FR7658589194562486649229441";"Responsable Grands Comptes";"Commercial";"2022-01-20";"CDI";"21";"True"
"Marie";"Dufour";"marie.dufour@voltaire-analytics.fr";"+33 3 66 43 97 52";"+33 6 77 15 72 63";"1985-05-28";"Toulon";"F";"Française";"285056947153149";"48DH81516";"9551896931";"117 Rue du Commerce";"34000";"Montpellier";"FR7616089749333677857587054";"Technicien";"Production";"2021-01-23";"CDI";"9";"False"
"Clémence";"Aubert";"clemence.aubert@voltaire-analytics.fr";"+33 4 11 94 34 56";"+33 6 41 49 23 72";"1985-03-17";"Versailles";"F";"Française";"285034631941873";"23ZI22937";"2328323000";"26 Rue Lafayette";"93200";"Saint-Denis";"FR7698287706174377720501882";"Directeur R&D";"Recherche & Développement";"2022-01-21";"CDI";"37";"True"
"Estelle";"Faure";"estelle-faure@voltaire-analytics.fr";"+33 5 11 96 22 27";"+33 6 68 70 19 27";"1964-06-14";"Tours";"F";"Française";"264066371510882";"51MU75785";"5342654409";"25 Allée des Tilleuls";"75001";"Paris";"FR7669099469347559021093282";"Rédacteur";"Communication";"2015-02-27";"Alternance";"1";"True"
"Julien";"Lemaître";"julienlemaitre@voltaire-analytics.fr";"+33 1 61 43 22 87";"+33 6 89 59 51 81";"1970-08-19";"Le Havre";"M";"Française";"170080515971252";"82HO65152";"4264014622";"82 Rue des Écoles";"13100";"Aix-en-Provence";"FR7669331269731225347959031";"Auditeur Interne";"Comptabilité";"2018-08-04";"CDI";"27";"True"
"Lucas";"Rey";"lucasrey@voltaire-analytics.fr";"+33 1 95 25 77 80";"+33 6 75 11 10 99";"1993-02-15";"Paris";"M";"Française";"193020134195128";"34OR30155";"7976654728";"123 Impasse des Lilas";"06600";"Antibes";"FR7631004959369953724084529";"DGA";"Direction Générale";"2015-02-11";"CDI";"4";"False"
"Marion";"Pichon";"marion.pichon@voltaire-analytics.fr";"+33 2 36 85 69 58";"+33 6 92 60 31 24";"1987-10-17";"Saint-Étienne";"F";"Française";"287100935787274";"99CS83571";"1784715780";"33 Avenue de la Liberté";"64100";"Bayonne";"FR7627575912183432305831298";"Technicien";"Production";"2024-07-09";"CDD";"10";"True"
"Mathilde";"Hamon";"mathilde.hamon@voltaire-analytics.fr";"+33 3 84 31 59 35";"+33 6 81 84 91 79";"1982-05-13";"Saint-Denis";"F";"Belge";"282058427663112";"51LT21592";"1633621573";"93 Rue Nationale";"35000";"Rennes";"FR7678743760807162607154929";"Attaché de Presse";"Communication";"2017-12-11";"CDI";"14";"True"
"Serge";"Simon";"sergesimon@voltaire-analytics.fr";"+33 5 13 54 51 81";"+33 6 72 56 36 12";"1972-11-26";"Montreuil";"M";"Française";"172112060242082";"21IX86701";"8619579629";"17 Rue du Commerce";"83000";"Toulon";"FR7671343842269730700483094";"DAF";"Finance";"2017-02-05";"CDI";"50";"True"
"Luc";"Mathieu";"luc-mathieu@voltaire-analytics.fr";"+33 5 20 19 81 88";"+33 6 25 70 90 30";"1981-03-13";"Saint-Étienne";"M";"Française";"181034480252931";"48RX73392";"4453195210";"148 Boulevard de la Marne";"75015";"Paris";"FR7632847651668380406943076";"Chargé de Communication";"Marketing";"2023-03-30";"CDI";"2";"False"
"Michel";"Durand";"micheldurand@voltaire-analytics.fr";"+33 1 55 68 12 20";"+33 6 82 73 46 36";"1970-01-05";"Avignon";"M";"Française";"170018633045855";"51VE96192";"8831617045";"96 Boulevard de la Marne";"49000";"Angers";"FR7693402652681214842077899";"Technicien Support";"Service Client";"2019-10-05";"CDD";"47";"True"
"Daniel";"Lecomte";"daniel.lecomte@voltaire-analytics.fr";"+33 4 29 44 33 47";"+33 6 89 92 97 46";"1969-01-09";"Limoges";"M";"Française";"169018703900545";"27LD84993";"9816675036";"115 Rue Jean Moulin";"93200";"Saint-Denis";"FR7628216504044734221192064";"Directeur de la Stratégie";"Direction Générale";"2024-01-26";"Stage";"45";"True"
"Mathilde";"Barbier";"mathilde-barbier@voltaire-analytics.fr";"+33 3 68 59 41 16";"+33 6 97 78 37 52";"1984-07-05";"Toulouse";"F";"Française";"284078655061827";"13TD98384";"1716199776";"69 Impasse des Lilas";"35000";"Rennes";"FR7670319502902148837387874";"Directeur de la Stratégie";"Direction Générale";"2024-12-21";"CDD";"3";"True"
"Étienne";"Lecomte";"etiennelecomte@voltaire-analytics.fr";"+33 4 54 68 41 37";"+33 6 65 81 93 33";"1981-09-27";"Limoges";"M";"Française";"181094935398112";"67LX56822";"5433283815";"106 Rue des Écoles";"66000";"Perpignan";"FR7652437603548678027735456";"Secrétaire Général";"Direction Générale";"2023-07-19";"CDI";"33";"True"
"Colette";"Vidal";"colette-vidal@voltaire-analytics.fr";"+33 1 38 15 16 16";"+33 6 32 53 55 43";"1986-01-18";"Saint-Denis";"F";"Française";"286013434986932";"41HJ68290";"8995516025";"150 Place de la Bastille";"31000";"Toulouse";"FR7693287921398291040550546";"Chef de Projet IT";"Informatique";"2015-01-25";"CDI";"8";"True"
"Gabriel";"Hubert";"gabrielhubert@voltaire-analytics.fr";"+33 4 37 35 71 15";"+33 6 64 87 52 93";"1999-06-22";"Marseille";"M";"Française";"199066710760547";"60UD35929";"7883966425";"90 Avenue Jean Jaurès";"93200";"Saint-Denis";"FR7683904466223217720124783";"Directeur Logistique";"Logistique";"2022-06-17";"CDI";"42";"True"
"Romane";"Berger";"romane.berger@voltaire-analytics.fr";"+33 1 76 10 23 98";"+33 6 58 66 99 68";"1991-01-05";"Strasbourg";"F";"Française";"291014905385036";"43RT10331";"8597202515";"40 Avenue de la Liberté";"54000";"Nancy";"FR7623023438558909451101044";"DPO";"Juridique";"2021-10-11";"CDI";"41";"True"
"Jérôme";"Nguyen";"jerome.nguyen@voltaire-analytics.fr";"+33 4 90 21 99 77";"+33 6 95 71 68 59";"1990-06-13";"Cannes";"M";"Portugaise";"190064153769138";"17RJ34779";"2079501225";"18 Rue Jean Moulin";"44000";"Nantes";"FR7668592839751745630074491";"Responsable Qualité";"Qualité";"2024-08-21";"CDI";"43";"True"
"Théo";"Perrin";"theoperrin@voltaire-analytics.fr";"+33 4 48 17 27 90";"+33 6 78 48 53 89";"1987-09-30";"Orléans";"M";"Française";"187095743458785";"51LS22330";"9138616896";"24 Rue de la République";"25000";"Besançon";"FR7614553750114229140715367";"Acheteur";"Achats";"2016-03-23";"CDD";"45";"True"
"Véronique";"Girard";"veroniquegirard@voltaire-analytics.fr";"+33 2 43 51 84 32";"+33 6 35 32 57 98";"1981-01-23";"Paris";"F";"Française";"281012429635631";"50PC23320";"5940054587";"54 Avenue Jean Jaurès";"42000";"Saint-Étienne";"FR7623459470922974366063375";"Négociateur";"Achats";"2017-04-03";"CDI";"45";"True"
"Delphine";"Fleury";"delphine.fleury@voltaire-analytics.fr";"+33 2 77 19 15 58";"+33 6 10 90 72 59";"1993-10-19";"Le Havre";"F";"Française";"293103621321353";"45VN10269";"3372975213";"94 Boulevard Voltaire";"35000";"Rennes";"FR7646402196776459053823091";"Trésorier";"Finance";"2015-06-04";"CDD";"22";"True"
"Henri";"Carlier";"henricarlier@voltaire-analytics.fr";"+33 2 54 22 70 26";"+33 6 93 35 95 58";"1981-06-19";"Nîmes";"M";"Tunisienne";"181060627074865";"94JR57666";"3175172760";"37 Rue Émile Zola";"93100";"Montreuil";"FR7642219537529713331033970";"Contrôleur de Gestion";"Finance";"2017-11-16";"CDI";"21";"False"
"Alain";"Breton";"alain-breton@voltaire-analytics.fr";"+33 1 24 38 88 12";"+33 6 10 44 56 93";"1980-05-30";"Nancy";"M";"Française";"180051848537304";"91FG45121";"1694990207";"96 Rue du Commerce";"75015";"Paris";"FR7683716971144103313829552";"Commercial Terrain";"Commercial";"2019-07-04";"CDI";"24";"True"
"Yannick";"Rousseau";"yannick.rousseau@voltaire-analytics.fr";"+33 5 82 66 48 77";"+33 6 59 84 81 15";"2002-04-05";"Angers";"M";"Belge";"102049236950123";"36GQ10432";"6831101306";"100 Rue de la Paix";"93100";"Montreuil";"FR7685760983151124098966448";"Chef de Projet IT";"Informatique";"2024-12-01";"Alternance";"2";"True"
"Gabriel";"Boyer";"gabrielboyer@voltaire-analytics.fr";"+33 4 54 51 76 86";"+33 6 88 91 14 92";"1986-05-20";"Grenoble";"M";"Suisse";"186056995640777";"85PZ27441";"3043882522";"47 Avenue des Champs-Élysées";"76600";"Le Havre";"FR7643037414871437289121261";"Chef Comptable";"Comptabilité";"2021-06-09";"CDI";"3";"True"
"Christine";"Pichon";"christine.pichon@voltaire-analytics.fr";"+33 4 40 53 85 20";"+33 6 95 21 48 28";"1966-11-04";"Paris";"F";"Française";"266112056140816";"23EE38350";"3078980791";"1 Chemin du Moulin";"42000";"Saint-Étienne";"FR7627249933635007155204627";"Analyste Financier";"Finance";"2023-04-12";"CDI";"11";"True"
"Daniel";"Lecomte";"daniellecomte@voltaire-analytics.fr";"+33 1 11 13 22 34";"+33 6 26 67 77 87";"1996-07-16";"Orléans";"M";"Française";"196078568916567";"43VH53635";"1791924409";"60 Avenue Jean Jaurès";"69001";"Lyon";"FR7640179312075554454655658";"Responsable Formation";"Ressources Humaines";"2019-08-10";"CDI";"18";"True"
"Juliette";"Pichon";"juliette-pichon@voltaire-analytics.fr";"+33 4 46 17 78 86";"+33 6 68 68 84 56";"1994-07-22";"Villeurbanne";"F";"Suisse";"294070992728251";"10RG10034";"9288003320";"14 Boulevard Voltaire";"54000";"Nancy";"FR7642241411271591295772426";"Juriste";"Juridique";"2025-03-15";"CDI";"22";"True"
"Didier";"Leroy";"didier-leroy@voltaire-analytics.fr";"+33 2 64 33 85 28";"+33 6 47 51 86 95";"1979-10-08";"Mulhouse";"M";"Française";"179106172546225";"68GR33895";"9860453263";"40 Boulevard Haussmann";"66000";"Perpignan";"FR7646616666469231810154430";"Contrôleur de Gestion";"Finance";"2026-02-13";"CDI";"34";"True"
"Sébastien";"Colin";"sebastien-colin@voltaire-analytics.fr";"+33 2 30 37 53 86";"+33 6 13 59 28 72";"1973-08-25";"Paris";"M";"Française";"173087588372349";"47BX22569";"4560213251";"80 Avenue Jean Jaurès";"44000";"Nantes";"FR7631024343174502479730357";"Community Manager";"Marketing";"2022-07-29";"CDI";"43";"True"
"Léo";"Robert";"leo-robert@voltaire-analytics.fr";"+33 4 30 98 88 98";"+33 6 34 35 92 68";"1991-09-27";"Lyon";"M";"Française";"191094694620252";"53RZ40708";"3697625357";"150 Rue Nationale";"66000";"Perpignan";"FR7691807204441261739442853";"Chef Comptable";"Comptabilité";"2021-06-30";"CDI";"18";"True"
"Sylvie";"Vidal";"sylvievidal@voltaire-analytics.fr";"+33 2 54 71 26 38";"+33 6 33 99 97 34";"2003-08-06";"Paris";"F";"Française";"203086200557306";"63CR67112";"8760918978";"101 Allée des Tilleuls";"83000";"Toulon";"FR7669818473723297842508389";"Gestionnaire Paie";"Ressources Humaines";"2021-02-21";"CDI";"24";"False"
"Nathalie";"Gaillard";"nathaliegaillard@voltaire-analytics.fr";"+33 4 83 27 95 27";"+33 6 68 94 10 32";"1989-04-16";"Toulouse";"F";"Française";"289048770037806";"91VW44626";"9027331441";"16 Rue Jean Moulin";"06600";"Antibes";"FR7658228565416900797297032";"Chercheur";"Recherche & Développement";"2025-12-21";"CDI";"28";"True"
"Franck";"Rousseau";"franck.rousseau@voltaire-analytics.fr";"+33 3 82 61 48 71";"+33 6 14 41 35 64";"1967-05-17";"Saint-Étienne";"M";"Française";"167052286229667";"51YG30431";"1382171465";"58 Rue de Rivoli";"42000";"Saint-Étienne";"FR7663474930894894312316438";"DSI";"Informatique";"2022-10-19";"CDI";"50";"False"
"Léo";"Fournier";"leofournier@voltaire-analytics.fr";"+33 3 34 25 15 87";"+33 6 18 52 96 62";"1980-04-17";"Rennes";"M";"Française";"180048493303146";"89XL41558";"1941261842";"42 Place du Marché";"30000";"Nîmes";"FR7662671461287264838035746";"Compliance Officer";"Juridique";"2015-09-10";"CDI";"42";"True"
"Camille";"Colin";"camille-colin@voltaire-analytics.fr";"+33 2 14 69 94 13";"+33 6 68 77 20 15";"1971-05-27";"Marseille";"F";"Française";"271059403811283";"27JJ78643";"1172397736";"77 Rue de Rivoli";"54000";"Nancy";"FR7623734247418189298883971";"Architecte Cloud";"Informatique";"2021-07-29";"CDI";"2";"True"
"Bernard";"Renard";"bernard.renard@voltaire-analytics.fr";"+33 2 98 19 47 82";"+33 6 32 13 46 82";"1977-04-08";"Bordeaux";"M";"Française";"177040373198121";"63JB44720";"2031825771";"118 Avenue des Champs-Élysées";"75020";"Paris";"FR7697981459781947875355613";"Technicien Qualité";"Qualité";"2019-02-26";"CDD";"14";"True"
"Amélie";"Perrin";"amelie.perrin@voltaire-analytics.fr";"+33 4 63 11 65 66";"+33 6 55 92 24 44";"1999-01-08";"Reims";"F";"Française";"299016723435444";"19KM12755";"8268918311";"34 Rue Pierre Curie";"42000";"Saint-Étienne";"FR7670008721451926029993153";"Auditeur Qualité";"Qualité";"2021-01-20";"CDI";"7";"False"
"Serge";"André";"sergeandre@voltaire-analytics.fr";"+33 4 22 42 36 57";"+33 6 88 34 43 24";"2002-08-15";"Clermont-Ferrand";"M";"Française";"102081466387877";"63KA92811";"4293702782";"90 Avenue Victor Hugo";"38000";"Grenoble";"FR7625923147223790344802873";"Directeur Communication";"Communication";"2017-02-04";"CDI";"29";"True"
"Simone";"Berger";"simoneberger@voltaire-analytics.fr";"+33 2 48 12 80 76";"+33 6 65 14 88 64";"1973-12-24";"Caen";"F";"Française";"273121732678541";"39HN15108";"2212505589";"148 Rue de la République";"06600";"Antibes";"FR7619748874342710728959644";"Responsable Qualité";"Qualité";"2015-04-16";"CDD";"40";"True"
"Brigitte";"Moulin";"brigitte.moulin@voltaire-analytics.fr";"+33 2 76 76 67 49";"+33 6 19 52 85 42";"1976-04-17";"Nice";"F";"Marocaine";"276044627265257";"34JW53355";"1534939196";"67 Impasse des Lilas";"29200";"Brest";"FR7632768728108405747221765";"Technicien Laboratoire";"Recherche & Développement";"2024-06-02";"CDI";"18";"True"
"Gabriel";"Leroy";"gabriel.leroy@voltaire-analytics.fr";"+33 5 91 27 99 69";"+33 6 28 44 34 12";"1971-03-19";"Brest";"M";"Marocaine";"171036448351064";"89QH96929";"5986423037";"18 Rue de la Paix";"66000";"Perpignan";"FR7674640103993100568647742";"DGA";"Direction Générale";"2022-02-05";"CDI";"46";"True"
"Robert";"Dumont";"robert-dumont@voltaire-analytics.fr";"+33 5 32 17 81 33";"+33 6 95 41 65 59";"2000-06-17";"La Rochelle";"M";"Française";"100065065916801";"12CO29795";"8564591711";"36 Boulevard Voltaire";"86000";"Poitiers";"FR7694464625828594351867363";"Opérateur";"Production";"2023-09-14";"CDI";"6";"True"
"Marie";"Carlier";"marie.carlier@voltaire-analytics.fr";"+33 5 13 82 33 94";"+33 6 93 95 71 60";"1982-07-16";"Bordeaux";"F";"Française";"282075302279493";"77NH37103";"3768122340";"101 Chemin du Moulin";"63000";"Clermont-Ferrand";"FR7663005942487870819261864";"Directeur de la Stratégie";"Direction Générale";"2018-12-21";"CDI";"42";"True"
"Sylvain";"Petit";"sylvainpetit@voltaire-analytics.fr";"+33 2 15 63 90 89";"+33 6 33 56 16 98";"1972-05-22";"Caen";"M";"Française";"172056585003756";"54LN48665";"4923058079";"74 Rue Victor Hugo";"68100";"Mulhouse";"FR7618851266203689186093663";"Responsable Formation";"Ressources Humaines";"2015-07-17";"CDI";"45";"True"
"Christian";"Sanchez";"christian.sanchez@voltaire-analytics.fr";"+33 5 25 90 74 24";"+33 6 49 88 78 36";"1985-09-11";"Metz";"M";"Marocaine";"185096727062542";"11HE22278";"6784230384";"24 Rue du Faubourg Saint-Honoré";"68100";"Mulhouse";"FR7672683670755483467495457";"PDG";"Direction Générale";"2018-02-17";"CDI";"32";"True"
"Gabriel";"Arnaud";"gabriel-arnaud@voltaire-analytics.fr";"+33 2 32 89 51 16";"+33 6 78 41 81 60";"2002-08-14";"Strasbourg";"M";"Française";"102087506121977";"64PJ82773";"6484172725";"121 Rue Nationale";"63000";"Clermont-Ferrand";"FR7636657525972263793765050";"Aide-Comptable";"Comptabilité";"2022-06-02";"CDI";"32";"True"
"Fabrice";"Martin";"fabricemartin@voltaire-analytics.fr";"+33 1 31 17 68 79";"+33 6 15 13 36 73";"1980-01-05";"Marseille";"M";"Française";"180010111900411";"41UE10723";"7435539253";"25 Rue Émile Zola";"51100";"Reims";"FR7663086112621263933430683";"DPO";"Juridique";"2020-06-26";"CDD";"35";"True"
"Alice";"Simon";"alicesimon@voltaire-analytics.fr";"+33 1 73 60 43 49";"+33 6 44 86 16 45";"1994-03-16";"Caen";"F";"Française";"294033776368859";"61WC66907";"9233707912";"44 Avenue de la Liberté";"78000";"Versailles";"FR7668184273322473829803812";"Commercial Terrain";"Commercial";"2023-10-03";"CDI";"3";"True"
"Damien";"Boulanger";"damien-boulanger@voltaire-analytics.fr";"+33 4 55 52 84 28";"+33 6 21 77 85 50";"1987-01-15";"Orléans";"M";"Française";"187016582841128";"42TS38471";"3485462034";"49 Rue Jean Moulin";"49000";"Angers";"FR7689493183081658092764532";"Aide-Comptable";"Comptabilité";"2021-03-29";"CDI";"6";"True"
"Sarah";"Noel";"sarahnoel@voltaire-analytics.fr";"+33 2 95 96 66 39";"+33 6 58 92 92 14";"1976-05-23";"Paris";"F";"Française";"276056633844984";"53HY71321";"8761331617";"56 Rue du Faubourg Saint-Honoré";"63000";"Clermont-Ferrand";"FR7679288385494716832323233";"Responsable SAV";"Service Client";"2015-02-23";"CDI";"38";"True"
"Camille";"Dupont";"camille-dupont@voltaire-analytics.fr";"+33 4 94 20 50 18";"+33 6 30 24 64 72";"1986-02-19";"Antibes";"F";"Française";"286020184153692";"87NB21616";"1273433716";"130 Rue Jean Moulin";"38000";"Grenoble";"FR7691485684292851317133457";"Négociateur";"Achats";"2019-01-16";"CDI";"49";"True"
"Delphine";"Caron";"delphinecaron@voltaire-analytics.fr";"+33 1 90 94 48 47";"+33 6 90 53 12 98";"1993-10-16";"Mulhouse";"F";"Portugaise";"293107140919932";"77GX43260";"5875440019";"6 Boulevard Gambetta";"64000";"Pau";"FR7625702437499286801570877";"Directeur Marketing";"Marketing";"2016-07-16";"CDI";"26";"True"
"Yannick";"Delmas";"yannick.delmas@voltaire-analytics.fr";"+33 1 54 94 35 12";"+33 6 71 12 69 86";"1968-06-07";"Lyon";"M";"Française";"168068004481681";"47WQ75036";"7681274710";"92 Avenue des Champs-Élysées";"13001";"Marseille";"FR7677582935294350811018740";"Rédacteur";"Communication";"2024-01-29";"CDI";"12";"True"
"Odette";"Blanc";"odette.blanc@voltaire-analytics.fr";"+33 5 36 35 73 81";"+33 6 76 23 48 93";"1982-03-07";"Pau";"F";"Française";"282039131514973";"54AO50437";"3898308742";"52 Rue de la Gare";"75015";"Paris";"FR7656602982539615519746317";"Compliance Officer";"Juridique";"2020-01-06";"CDI";"22";"True"
"Emma";"Rolland";"emma-rolland@voltaire-analytics.fr";"+33 4 91 90 59 17";"+33 6 93 38 60 67";"1994-11-07";"Bordeaux";"F";"Française";"294115007027686";"33IP46810";"2069775261";"58 Rue de Rivoli";"29200";"Brest";"FR7690716514176771034203718";"Chercheur";"Recherche & Développement";"2020-09-13";"Alternance";"45";"True"
"Didier";"Roussel";"didierroussel@voltaire-analytics.fr";"+33 3 19 66 77 30";"+33 6 99 67 97 56";"1970-10-28";"Metz";"M";"Française";"170106120806280";"59CI61251";"1323426097";"66 Rue Victor Hugo";"84000";"Avignon";"FR7621268880485027757177213";"Directeur Communication";"Communication";"2015-09-09";"CDD";"38";"True"
"Gabriel";"Maillard";"gabrielmaillard@voltaire-analytics.fr";"+33 4 26 67 76 41";"+33 6 90 81 70 71";"1982-10-04";"Villeurbanne";"M";"Algérienne";"182104326700115";"27HJ71747";"2557499655";"50 Avenue de la Liberté";"69003";"Lyon";"FR7645723963361377129582226";"Responsable Entrepôt";"Logistique";"2019-09-09";"CDD";"42";"True"
"Franck";"François";"franckfrancois@voltaire-analytics.fr";"+33 4 71 56 59 32";"+33 6 68 57 42 53";"1973-12-24";"Reims";"M";"Française";"173120224079856";"49SU76868";"8351406459";"93 Rue de la Gare";"37000";"Tours";"FR7656927531536255692444094";"Architecte Cloud";"Informatique";"2025-07-13";"CDI";"44";"True"
"Catherine";"Mathieu";"catherine-mathieu@voltaire-analytics.fr";"+33 3 73 60 55 74";"+33 6 99 35 88 94";"1969-10-23";"La Rochelle";"F";"Française";"269100207096856";"81XU71407";"5937577947";"70 Boulevard de la Marne";"75020";"Paris";"FR7641456770355526970149428";"Négociateur";"Achats";"2015-09-15";"Alternance";"23";"True"
"Laurence";"François";"laurence.francois@voltaire-analytics.fr";"+33 2 84 89 98 94";"+33 6 69 40 80 50";"1990-04-14";"Saint-Étienne";"F";"Marocaine";"290042382328825";"17ET44017";"7811242924";"109 Boulevard Gambetta";"78000";"Versailles";"FR7678833604939972134521789";"Responsable SAV";"Service Client";"2021-01-17";"CDD";"26";"True"
"Léa";"Deschamps";"lea.deschamps@voltaire-analytics.fr";"+33 3 66 69 23 24";"+33 6 54 67 80 68";"1995-07-18";"Limoges";"F";"Marocaine";"295076908835010";"62DM30559";"1892005093";"122 Boulevard de la Marne";"69100";"Villeurbanne";"FR7621246407428190656833173";"Chef Comptable";"Comptabilité";"2018-04-10";"CDI";"41";"False"
"Guillaume";"Picard";"guillaume-picard@voltaire-analytics.fr";"+33 1 64 31 49 96";"+33 6 94 60 89 79";"1980-10-10";"Cannes";"M";"Française";"180107465975056";"65PM32582";"1994256582";"80 Avenue de la Liberté";"34000";"Montpellier";"FR7684645924663418064920426";"Chef de Projet IT";"Informatique";"2019-07-17";"CDI";"36";"True"
"Véronique";"Masson";"veronique-masson@voltaire-analytics.fr";"+33 1 91 44 76 95";"+33 6 83 55 68 88";"1997-11-25";"Dijon";"F";"Marocaine";"297115955038033";"98FG51346";"2994348350";"49 Rue Lafayette";"75008";"Paris";"FR7619198391907346808340140";"Administrateur Systèmes";"Informatique";"2018-01-08";"CDI";"19";"True"
"François";"Gauthier";"francois-gauthier@voltaire-analytics.fr";"+33 5 33 33 18 81";"+33 6 24 82 52 20";"1984-04-12";"Marseille";"M";"Française";"184047899200217";"67AN69796";"7081712219";"30 Avenue Victor Hugo";"67000";"Strasbourg";"FR7622739612745422843912141";"Responsable Entrepôt";"Logistique";"2017-03-02";"CDI";"19";"True"
"Éric";"Lopez";"eric.lopez@voltaire-analytics.fr";"+33 2 98 32 21 14";"+33 6 22 30 53 48";"1972-11-28";"Clermont-Ferrand";"M";"Française";"172115833678872";"86CJ85933";"8570090179";"115 Rue Pasteur";"64000";"Pau";"FR7615541404707788066311510";"Business Developer";"Commercial";"2020-12-22";"CDI";"9";"True"
"François";"Blanc";"francois.blanc@voltaire-analytics.fr";"+33 3 49 57 59 34";"+33 6 60 70 88 75";"1981-02-04";"Poitiers";"M";"Française";"181023044851368";"65HN92930";"4862328384";"130 Rue Jean Moulin";"14000";"Caen";"FR7625344139796438157594434";"Auditeur Qualité";"Qualité";"2023-10-17";"CDI";"29";"True"
"Adam";"Delmas";"adam.delmas@voltaire-analytics.fr";"+33 3 27 84 47 28";"+33 6 88 88 27 19";"2000-03-16";"Argenteuil";"M";"Française";"100032327345841";"43GU92666";"5318411146";"124 Rue des Écoles";"54000";"Nancy";"FR7632214178328978267419536";"Gestionnaire Stock";"Logistique";"2016-07-04";"Alternance";"7";"True"
"Hervé";"Philippe";"hervephilippe@voltaire-analytics.fr";"+33 2 85 86 15 23";"+33 6 57 10 95 96";"1987-09-27";"Argenteuil";"M";"Française";"187094596330649";"72NC66960";"8120219126";"9 Rue de la République";"66000";"Perpignan";"FR7614996506791367187712110";"Approvisionneur";"Achats";"2022-08-26";"Stage";"18";"True"
"Sébastien";"David";"sebastien-david@voltaire-analytics.fr";"+33 2 40 63 10 55";"+33 6 73 43 35 33";"1999-08-19";"Antibes";"M";"Française";"199081412393224";"54IS53564";"8931819239";"122 Rue de la Gare";"13008";"Marseille";"FR7624124881609540619220994";"PDG";"Direction Générale";"2017-08-20";"CDI";"5";"True"
"Michel";"Fontaine";"michelfontaine@voltaire-analytics.fr";"+33 3 79 91 36 60";"+33 6 13 82 13 19";"1985-05-11";"Besançon";"M";"Française";"185050211077578";"20KV38401";"6313027369";"75 Avenue Victor Hugo";"69100";"Villeurbanne";"FR7689752492409746236498335";"Chercheur";"Recherche & Développement";"2025-01-13";"CDI";"14";"True"
"Catherine";"Garcia";"catherine-garcia@voltaire-analytics.fr";"+33 2 52 35 90 13";"+33 6 55 38 32 54";"1984-11-04";"Antibes";"F";"Française";"284112395031685";"96RR83613";"9212925874";"127 Avenue des Champs-Élysées";"54000";"Nancy";"FR7644698639758420103734299";"Commercial Terrain";"Commercial";"2018-12-30";"Stage";"7";"True"
"Nicolas";"Navarro";"nicolas-navarro@voltaire-analytics.fr";"+33 1 52 91 67 96";"+33 6 47 22 20 91";"1978-11-05";"Bordeaux";"M";"Française";"178114820458144";"22UA40729";"7522346956";"103 Rue Pasteur";"64100";"Bayonne";"FR7667751134802872721986419";"Coordinateur Transport";"Logistique";"2022-08-02";"CDI";"25";"True"
"Emma";"Perrot";"emma-perrot@voltaire-analytics.fr";"+33 2 85 11 14 75";"+33 6 96 94 77 85";"1997-10-24";"Grenoble";"F";"Française";"297107084965083";"51PQ36200";"8717564103";"7 Avenue Victor Hugo";"87000";"Limoges";"FR7669270717992753441067616";"Business Developer";"Commercial";"2021-05-10";"CDI";"20";"True"
"Charles";"Faure";"charlesfaure@voltaire-analytics.fr";"+33 4 80 19 34 42";"+33 6 12 85 54 98";"1974-11-23";"Lyon";"M";"Française";"174113601532885";"17XC82555";"2250727396";"127 Rue Jean Moulin";"13001";"Marseille";"FR7614388103087990553113055";"Architecte Cloud";"Informatique";"2022-05-15";"CDI";"50";"False"
"Emmanuel";"Colin";"emmanuel.colin@voltaire-analytics.fr";"+33 1 84 46 96 51";"+33 6 31 50 51 41";"1972-11-01";"Mulhouse";"M";"Française";"172115015033120";"56NC45594";"4426966512";"145 Rue des Écoles";"84000";"Avignon";"FR7668385180271790422840988";"Comptable";"Comptabilité";"2016-05-11";"CDI";"38";"True"
"Brigitte";"Garcia";"brigitte.garcia@voltaire-analytics.fr";"+33 3 75 39 30 42";"+33 6 14 86 61 53";"1970-04-06";"Toulouse";"F";"Française";"270048742283392";"19ED60857";"6260091878";"16 Rue de la Paix";"13008";"Marseille";"FR7620094184254095396484199";"PDG";"Direction Générale";"2019-09-16";"CDI";"25";"True"
"Romane";"Garnier";"romane.garnier@voltaire-analytics.fr";"+33 2 80 92 34 59";"+33 6 74 49 22 47";"1993-06-02";"Toulon";"F";"Française";"293063740391361";"31FZ76231";"1291649044";"15 Avenue Jean Jaurès";"84000";"Avignon";"FR7636176771661275175616553";"Technicien Support";"Service Client";"2015-01-31";"CDI";"47";"False"
